id,case_id,rater_id,fold,rating,error-rating,q_ir,ai_probability_class_1,ai_predicted_class,rater_ai_disagreement,ai_probability_rater_wrong,ai_margin,rating-confidence,case-difficulty,rater-expertise,rater-accuracy,rater-confidence,probability_source,ai_decision_threshold
25-12,25,12,2,1,0,0.16999787092208862,0.8300021290779114,1,0,0.16999787092208862,0.3300021290779114,4,3,4,0.8290398126463701,3.6721311475409837,nested_oof,0.5
26-0,26,0,1,1,0,0.32505089044570923,0.6749491095542908,1,0,0.32505089044570923,0.17494910955429077,5,2,4,0.810304449648712,4.3629976580796255,nested_oof,0.5
26-1,26,1,1,1,0,0.32505089044570923,0.6749491095542908,1,0,0.32505089044570923,0.17494910955429077,4,3,4,0.8126463700234192,4.02576112412178,nested_oof,0.5
26-2,26,2,1,1,0,0.32505089044570923,0.6749491095542908,1,0,0.32505089044570923,0.17494910955429077,2,3,4,0.7939110070257611,3.8454332552693207,nested_oof,0.5
26-3,26,3,1,1,0,0.32505089044570923,0.6749491095542908,1,0,0.32505089044570923,0.17494910955429077,4,3,4,0.8149882903981265,3.9555035128805622,nested_oof,0.5
26-4,26,4,1,1,0,0.32505089044570923,0.6749491095542908,1,0,0.32505089044570923,0.17494910955429077,4,3,3,0.8618266978922717,4.583138173302108,nested_oof,0.5
26-5,26,5,1,1,0,0.32505089044570923,0.6749491095542908,1,0,0.32505089044570923,0.17494910955429077,4,3,3,0.7868852459016393,3.962529274004684,nested_oof,0.5
26-6,26,6,1,1,0,0.32505089044570923,0.6749491095542908,1,0,0.32505089044570923,0.17494910955429077,3,3,2,0.7915690866510539,3.7353629976580796,nested_oof,0.5
26-7,26,7,1,1,0,0.32505089044570923,0.6749491095542908,1,0,0.32505089044570923,0.17494910955429077,4,4,2,0.8407494145199064,3.540983606557377,nested_oof,0.5
26-8,26,8,1,1,0,0.32505089044570923,0.6749491095542908,1,0,0.32505089044570923,0.17494910955429077,3,3,2,0.7985948477751756,2.791569086651054,nested_oof,0.5
26-9,26,9,1,1,0,0.32505089044570923,0.6749491095542908,1,0,0.32505089044570923,0.17494910955429077,5,3,4,0.819672131147541,4.285714285714286,nested_oof,0.5
26-10,26,10,1,1,0,0.32505089044570923,0.6749491095542908,1,0,0.32505089044570923,0.17494910955429077,4,2,4,0.775175644028103,3.4988290398126463,nested_oof,0.5
26-11,26,11,1,1,0,0.32505089044570923,0.6749491095542908,1,0,0.32505089044570923,0.17494910955429077,3,3,4,0.7892271662763466,3.782201405152225,nested_oof,0.5
26-12,26,12,1,1,0,0.32505089044570923,0.6749491095542908,1,0,0.32505089044570923,0.17494910955429077,4,3,4,0.8290398126463701,3.6721311475409837,nested_oof,0.5
27-0,27,0,1,0,0,0.1267925351858139,0.1267925351858139,0,0,0.1267925351858139,0.3732074648141861,5,2,4,0.810304449648712,4.3629976580796255,nested_oof,0.5
27-1,27,1,1,0,0,0.1267925351858139,0.1267925351858139,0,0,0.1267925351858139,0.3732074648141861,4,3,4,0.8126463700234192,4.02576112412178,nested_oof,0.5
27-2,27,2,1,0,0,0.1267925351858139,0.1267925351858139,0,0,0.1267925351858139,0.3732074648141861,4,3,4,0.7939110070257611,3.8454332552693207,nested_oof,0.5
27-3,27,3,1,0,0,0.1267925351858139,0.1267925351858139,0,0,0.1267925351858139,0.3732074648141861,5,3,4,0.8149882903981265,3.9555035128805622,nested_oof,0.5
27-4,27,4,1,0,0,0.1267925351858139,0.1267925351858139,0,0,0.1267925351858139,0.3732074648141861,4,3,3,0.8618266978922717,4.583138173302108,nested_oof,0.5
27-5,27,5,1,0,0,0.1267925351858139,0.1267925351858139,0,0,0.1267925351858139,0.3732074648141861,4,3,3,0.7868852459016393,3.962529274004684,nested_oof,0.5
27-6,27,6,1,0,0,0.1267925351858139,0.1267925351858139,0,0,0.1267925351858139,0.3732074648141861,4,3,2,0.7915690866510539,3.7353629976580796,nested_oof,0.5
27-7,27,7,1,0,0,0.1267925351858139,0.1267925351858139,0,0,0.1267925351858139,0.3732074648141861,5,2,2,0.8407494145199064,3.540983606557377,nested_oof,0.5
27-8,27,8,1,0,0,0.1267925351858139,0.1267925351858139,0,0,0.1267925351858139,0.3732074648141861,3,3,2,0.7985948477751756,2.791569086651054,nested_oof,0.5
27-9,27,9,1,0,0,0.1267925351858139,0.1267925351858139,0,0,0.1267925351858139,0.3732074648141861,4,3,4,0.819672131147541,4.285714285714286,nested_oof,0.5
27-10,27,10,1,1,1,0.8732074648141861,0.1267925351858139,0,1,0.8732074648141861,0.3732074648141861,4,3,4,0.775175644028103,3.4988290398126463,nested_oof,0.5
27-11,27,11,1,0,0,0.1267925351858139,0.1267925351858139,0,0,0.1267925351858139,0.3732074648141861,3,3,4,0.7892271662763466,3.782201405152225,nested_oof,0.5
27-12,27,12,1,0,0,0.1267925351858139,0.1267925351858139,0,0,0.1267925351858139,0.3732074648141861,4,2,4,0.8290398126463701,3.6721311475409837,nested_oof,0.5
28-0,28,0,2,0,0,0.9222527146339417,0.9222527146339417,1,1,0.9222527146339417,0.42225271463394165,5,2,4,0.810304449648712,4.3629976580796255,nested_oof,0.5
28-1,28,1,2,0,0,0.9222527146339417,0.9222527146339417,1,1,0.9222527146339417,0.42225271463394165,4,3,4,0.8126463700234192,4.02576112412178,nested_oof,0.5
28-2,28,2,2,1,1,0.07774728536605835,0.9222527146339417,1,0,0.07774728536605835,0.42225271463394165,4,4,4,0.7939110070257611,3.8454332552693207,nested_oof,0.5
28-3,28,3,2,0,0,0.9222527146339417,0.9222527146339417,1,1,0.9222527146339417,0.42225271463394165,3,4,4,0.8149882903981265,3.9555035128805622,nested_oof,0.5
28-4,28,4,2,1,1,0.07774728536605835,0.9222527146339417,1,0,0.07774728536605835,0.42225271463394165,4,4,3,0.8618266978922717,4.583138173302108,nested_oof,0.5
28-5,28,5,2,1,1,0.07774728536605835,0.9222527146339417,1,0,0.07774728536605835,0.42225271463394165,3,4,3,0.7868852459016393,3.962529274004684,nested_oof,0.5
28-6,28,6,2,0,0,0.9222527146339417,0.9222527146339417,1,1,0.9222527146339417,0.42225271463394165,3,3,2,0.7915690866510539,3.7353629976580796,nested_oof,0.5
28-7,28,7,2,0,0,0.9222527146339417,0.9222527146339417,1,1,0.9222527146339417,0.42225271463394165,4,3,2,0.8407494145199064,3.540983606557377,nested_oof,0.5
28-8,28,8,2,0,0,0.9222527146339417,0.9222527146339417,1,1,0.9222527146339417,0.42225271463394165,3,3,2,0.7985948477751756,2.791569086651054,nested_oof,0.5
28-9,28,9,2,0,0,0.9222527146339417,0.9222527146339417,1,1,0.9222527146339417,0.42225271463394165,4,3,4,0.819672131147541,4.285714285714286,nested_oof,0.5
28-10,28,10,2,0,0,0.9222527146339417,0.9222527146339417,1,1,0.9222527146339417,0.42225271463394165,3,3,4,0.775175644028103,3.4988290398126463,nested_oof,0.5
28-11,28,11,2,0,0,0.9222527146339417,0.9222527146339417,1,1,0.9222527146339417,0.42225271463394165,2,3,4,0.7892271662763466,3.782201405152225,nested_oof,0.5
28-12,28,12,2,0,0,0.9222527146339417,0.9222527146339417,1,1,0.9222527146339417,0.42225271463394165,3,3,4,0.8290398126463701,3.6721311475409837,nested_oof,0.5
29-0,29,0,3,0,1,0.3616842031478882,0.3616842031478882,0,0,0.3616842031478882,0.13831579685211182,5,2,4,0.810304449648712,4.3629976580796255,nested_oof,0.5
29-1,29,1,3,0,1,0.3616842031478882,0.3616842031478882,0,0,0.3616842031478882,0.13831579685211182,4,3,4,0.8126463700234192,4.02576112412178,nested_oof,0.5
29-2,29,2,3,1,0,0.6383157968521118,0.3616842031478882,0,1,0.6383157968521118,0.13831579685211182,3,4,4,0.7939110070257611,3.8454332552693207,nested_oof,0.5
29-3,29,3,3,0,1,0.3616842031478882,0.3616842031478882,0,0,0.3616842031478882,0.13831579685211182,5,1,4,0.8149882903981265,3.9555035128805622,nested_oof,0.5
29-4,29,4,3,1,0,0.6383157968521118,0.3616842031478882,0,1,0.6383157968521118,0.13831579685211182,4,4,3,0.8618266978922717,4.583138173302108,nested_oof,0.5
29-5,29,5,3,0,1,0.3616842031478882,0.3616842031478882,0,0,0.3616842031478882,0.13831579685211182,5,3,3,0.7868852459016393,3.962529274004684,nested_oof,0.5
29-6,29,6,3,0,1,0.3616842031478882,0.3616842031478882,0,0,0.3616842031478882,0.13831579685211182,4,3,2,0.7915690866510539,3.7353629976580796,nested_oof,0.5
29-7,29,7,3,0,1,0.3616842031478882,0.3616842031478882,0,0,0.3616842031478882,0.13831579685211182,4,2,2,0.8407494145199064,3.540983606557377,nested_oof,0.5
29-8,29,8,3,0,1,0.3616842031478882,0.3616842031478882,0,0,0.3616842031478882,0.13831579685211182,4,2,2,0.7985948477751756,2.791569086651054,nested_oof,0.5
29-9,29,9,3,0,1,0.3616842031478882,0.3616842031478882,0,0,0.3616842031478882,0.13831579685211182,5,3,4,0.819672131147541,4.285714285714286,nested_oof,0.5
29-10,29,10,3,1,0,0.6383157968521118,0.3616842031478882,0,1,0.6383157968521118,0.13831579685211182,4,2,4,0.775175644028103,3.4988290398126463,nested_oof,0.5
29-11,29,11,3,0,1,0.3616842031478882,0.3616842031478882,0,0,0.3616842031478882,0.13831579685211182,3,3,4,0.7892271662763466,3.782201405152225,nested_oof,0.5
29-12,29,12,3,0,1,0.3616842031478882,0.3616842031478882,0,0,0.3616842031478882,0.13831579685211182,4,2,4,0.8290398126463701,3.6721311475409837,nested_oof,0.5
30-0,30,0,2,0,0,0.015836602076888,0.015836602076888,0,0,0.015836602076888,0.484163397923112,5,2,4,0.810304449648712,4.3629976580796255,nested_oof,0.5
30-1,30,1,2,0,0,0.015836602076888,0.015836602076888,0,0,0.015836602076888,0.484163397923112,4,3,4,0.8126463700234192,4.02576112412178,nested_oof,0.5
30-2,30,2,2,0,0,0.015836602076888,0.015836602076888,0,0,0.015836602076888,0.484163397923112,4,2,4,0.7939110070257611,3.8454332552693207,nested_oof,0.5
30-3,30,3,2,0,0,0.015836602076888,0.015836602076888,0,0,0.015836602076888,0.484163397923112,5,1,4,0.8149882903981265,3.9555035128805622,nested_oof,0.5
30-4,30,4,2,0,0,0.015836602076888,0.015836602076888,0,0,0.015836602076888,0.484163397923112,4,3,3,0.8618266978922717,4.583138173302108,nested_oof,0.5
30-5,30,5,2,0,0,0.015836602076888,0.015836602076888,0,0,0.015836602076888,0.484163397923112,4,3,3,0.7868852459016393,3.962529274004684,nested_oof,0.5
30-6,30,6,2,0,0,0.015836602076888,0.015836602076888,0,0,0.015836602076888,0.484163397923112,4,3,2,0.7915690866510539,3.7353629976580796,nested_oof,0.5
30-7,30,7,2,0,0,0.015836602076888,0.015836602076888,0,0,0.015836602076888,0.484163397923112,4,2,2,0.8407494145199064,3.540983606557377,nested_oof,0.5
30-8,30,8,2,0,0,0.015836602076888,0.015836602076888,0,0,0.015836602076888,0.484163397923112,3,3,2,0.7985948477751756,2.791569086651054,nested_oof,0.5
30-9,30,9,2,0,0,0.015836602076888,0.015836602076888,0,0,0.015836602076888,0.484163397923112,4,3,4,0.819672131147541,4.285714285714286,nested_oof,0.5
30-10,30,10,2,0,0,0.015836602076888,0.015836602076888,0,0,0.015836602076888,0.484163397923112,3,1,4,0.775175644028103,3.4988290398126463,nested_oof,0.5
30-11,30,11,2,0,0,0.015836602076888,0.015836602076888,0,0,0.015836602076888,0.484163397923112,3,3,4,0.7892271662763466,3.782201405152225,nested_oof,0.5
30-12,30,12,2,0,0,0.015836602076888,0.015836602076888,0,0,0.015836602076888,0.484163397923112,4,2,4,0.8290398126463701,3.6721311475409837,nested_oof,0.5
31-0,31,0,4,1,0,0.03158414363861084,0.9684158563613892,1,0,0.03158414363861084,0.46841585636138916,5,4,4,0.810304449648712,4.3629976580796255,nested_oof,0.5
31-1,31,1,4,1,0,0.03158414363861084,0.9684158563613892,1,0,0.03158414363861084,0.46841585636138916,4,4,4,0.8126463700234192,4.02576112412178,nested_oof,0.5
31-2,31,2,4,1,0,0.03158414363861084,0.9684158563613892,1,0,0.03158414363861084,0.46841585636138916,4,4,4,0.7939110070257611,3.8454332552693207,nested_oof,0.5
31-3,31,3,4,1,0,0.03158414363861084,0.9684158563613892,1,0,0.03158414363861084,0.46841585636138916,5,3,4,0.8149882903981265,3.9555035128805622,nested_oof,0.5
31-4,31,4,4,1,0,0.03158414363861084,0.9684158563613892,1,0,0.03158414363861084,0.46841585636138916,5,3,3,0.8618266978922717,4.583138173302108,nested_oof,0.5
31-5,31,5,4,1,0,0.03158414363861084,0.9684158563613892,1,0,0.03158414363861084,0.46841585636138916,4,4,3,0.7868852459016393,3.962529274004684,nested_oof,0.5
31-6,31,6,4,1,0,0.03158414363861084,0.9684158563613892,1,0,0.03158414363861084,0.46841585636138916,3,3,2,0.7915690866510539,3.7353629976580796,nested_oof,0.5
31-7,31,7,4,1,0,0.03158414363861084,0.9684158563613892,1,0,0.03158414363861084,0.46841585636138916,4,4,2,0.8407494145199064,3.540983606557377,nested_oof,0.5
31-8,31,8,4,1,0,0.03158414363861084,0.9684158563613892,1,0,0.03158414363861084,0.46841585636138916,2,3,2,0.7985948477751756,2.791569086651054,nested_oof,0.5
31-9,31,9,4,1,0,0.03158414363861084,0.9684158563613892,1,0,0.03158414363861084,0.46841585636138916,4,4,4,0.819672131147541,4.285714285714286,nested_oof,0.5
31-10,31,10,4,1,0,0.03158414363861084,0.9684158563613892,1,0,0.03158414363861084,0.46841585636138916,4,4,4,0.775175644028103,3.4988290398126463,nested_oof,0.5
31-11,31,11,4,1,0,0.03158414363861084,0.9684158563613892,1,0,0.03158414363861084,0.46841585636138916,3,3,4,0.7892271662763466,3.782201405152225,nested_oof,0.5
31-12,31,12,4,1,0,0.03158414363861084,0.9684158563613892,1,0,0.03158414363861084,0.46841585636138916,3,4,4,0.8290398126463701,3.6721311475409837,nested_oof,0.5
32-0,32,0,2,1,1,0.8411314934492112,0.1588685065507888,0,1,0.8411314934492112,0.34113149344921123,5,2,4,0.810304449648712,4.3629976580796255,nested_oof,0.5
32-1,32,1,2,0,0,0.1588685065507888,0.1588685065507888,0,0,0.1588685065507888,0.34113149344921123,4,3,4,0.8126463700234192,4.02576112412178,nested_oof,0.5
32-2,32,2,2,0,0,0.1588685065507888,0.1588685065507888,0,0,0.1588685065507888,0.34113149344921123,2,3,4,0.7939110070257611,3.8454332552693207,nested_oof,0.5
32-3,32,3,2,1,1,0.8411314934492112,0.1588685065507888,0,1,0.8411314934492112,0.34113149344921123,4,2,4,0.8149882903981265,3.9555035128805622,nested_oof,0.5
32-4,32,4,2,1,1,0.8411314934492112,0.1588685065507888,0,1,0.8411314934492112,0.34113149344921123,4,4,3,0.8618266978922717,4.583138173302108,nested_oof,0.5
32-5,32,5,2,1,1,0.8411314934492112,0.1588685065507888,0,1,0.8411314934492112,0.34113149344921123,4,3,3,0.7868852459016393,3.962529274004684,nested_oof,0.5
32-6,32,6,2,0,0,0.1588685065507888,0.1588685065507888,0,0,0.1588685065507888,0.34113149344921123,4,3,2,0.7915690866510539,3.7353629976580796,nested_oof,0.5
32-7,32,7,2,0,0,0.1588685065507888,0.1588685065507888,0,0,0.1588685065507888,0.34113149344921123,3,4,2,0.8407494145199064,3.540983606557377,nested_oof,0.5
32-8,32,8,2,1,1,0.8411314934492112,0.1588685065507888,0,1,0.8411314934492112,0.34113149344921123,2,3,2,0.7985948477751756,2.791569086651054,nested_oof,0.5
32-9,32,9,2,1,1,0.8411314934492112,0.1588685065507888,0,1,0.8411314934492112,0.34113149344921123,3,4,4,0.819672131147541,4.285714285714286,nested_oof,0.5
32-10,32,10,2,1,1,0.8411314934492112,0.1588685065507888,0,1,0.8411314934492112,0.34113149344921123,4,2,4,0.775175644028103,3.4988290398126463,nested_oof,0.5
32-11,32,11,2,1,1,0.8411314934492112,0.1588685065507888,0,1,0.8411314934492112,0.34113149344921123,3,3,4,0.7892271662763466,3.782201405152225,nested_oof,0.5
32-12,32,12,2,1,1,0.8411314934492112,0.1588685065507888,0,1,0.8411314934492112,0.34113149344921123,3,3,4,0.8290398126463701,3.6721311475409837,nested_oof,0.5
33-0,33,0,3,0,0,0.3186074495315552,0.3186074495315552,0,0,0.3186074495315552,0.18139255046844482,5,2,4,0.810304449648712,4.3629976580796255,nested_oof,0.5
33-1,33,1,3,0,0,0.3186074495315552,0.3186074495315552,0,0,0.3186074495315552,0.18139255046844482,4,3,4,0.8126463700234192,4.02576112412178,nested_oof,0.5
33-2,33,2,3,0,0,0.3186074495315552,0.3186074495315552,0,0,0.3186074495315552,0.18139255046844482,4,3,4,0.7939110070257611,3.8454332552693207,nested_oof,0.5
33-3,33,3,3,0,0,0.3186074495315552,0.3186074495315552,0,0,0.3186074495315552,0.18139255046844482,4,4,4,0.8149882903981265,3.9555035128805622,nested_oof,0.5
33-4,33,4,3,0,0,0.3186074495315552,0.3186074495315552,0,0,0.3186074495315552,0.18139255046844482,4,4,3,0.8618266978922717,4.583138173302108,nested_oof,0.5
33-5,33,5,3,0,0,0.3186074495315552,0.3186074495315552,0,0,0.3186074495315552,0.18139255046844482,2,4,3,0.7868852459016393,3.962529274004684,nested_oof,0.5
33-6,33,6,3,0,0,0.3186074495315552,0.3186074495315552,0,0,0.3186074495315552,0.18139255046844482,4,4,2,0.7915690866510539,3.7353629976580796,nested_oof,0.5
33-7,33,7,3,0,0,0.3186074495315552,0.3186074495315552,0,0,0.3186074495315552,0.18139255046844482,4,3,2,0.8407494145199064,3.540983606557377,nested_oof,0.5
33-8,33,8,3,0,0,0.3186074495315552,0.3186074495315552,0,0,0.3186074495315552,0.18139255046844482,2,3,2,0.7985948477751756,2.791569086651054,nested_oof,0.5
33-9,33,9,3,0,0,0.3186074495315552,0.3186074495315552,0,0,0.3186074495315552,0.18139255046844482,3,4,4,0.819672131147541,4.285714285714286,nested_oof,0.5
33-10,33,10,3,1,1,0.6813925504684448,0.3186074495315552,0,1,0.6813925504684448,0.18139255046844482,3,3,4,0.775175644028103,3.4988290398126463,nested_oof,0.5
33-11,33,11,3,1,1,0.6813925504684448,0.3186074495315552,0,1,0.6813925504684448,0.18139255046844482,2,3,4,0.7892271662763466,3.782201405152225,nested_oof,0.5
33-12,33,12,3,1,1,0.6813925504684448,0.3186074495315552,0,1,0.6813925504684448,0.18139255046844482,2,4,4,0.8290398126463701,3.6721311475409837,nested_oof,0.5
34-0,34,0,4,0,1,0.8961247801780701,0.8961247801780701,1,1,0.8961247801780701,0.39612478017807007,5,2,4,0.810304449648712,4.3629976580796255,nested_oof,0.5
34-1,34,1,4,0,1,0.8961247801780701,0.8961247801780701,1,1,0.8961247801780701,0.39612478017807007,4,3,4,0.8126463700234192,4.02576112412178,nested_oof,0.5
34-2,34,2,4,1,0,0.10387521982192993,0.8961247801780701,1,0,0.10387521982192993,0.39612478017807007,4,4,4,0.7939110070257611,3.8454332552693207,nested_oof,0.5
34-3,34,3,4,0,1,0.8961247801780701,0.8961247801780701,1,1,0.8961247801780701,0.39612478017807007,4,2,4,0.8149882903981265,3.9555035128805622,nested_oof,0.5
34-4,34,4,4,1,0,0.10387521982192993,0.8961247801780701,1,0,0.10387521982192993,0.39612478017807007,5,3,3,0.8618266978922717,4.583138173302108,nested_oof,0.5
34-5,34,5,4,0,1,0.8961247801780701,0.8961247801780701,1,1,0.8961247801780701,0.39612478017807007,5,3,3,0.7868852459016393,3.962529274004684,nested_oof,0.5
34-6,34,6,4,1,0,0.10387521982192993,0.8961247801780701,1,0,0.10387521982192993,0.39612478017807007,4,3,2,0.7915690866510539,3.7353629976580796,nested_oof,0.5
34-7,34,7,4,1,0,0.10387521982192993,0.8961247801780701,1,0,0.10387521982192993,0.39612478017807007,4,4,2,0.8407494145199064,3.540983606557377,nested_oof,0.5
34-8,34,8,4,0,1,0.8961247801780701,0.8961247801780701,1,1,0.8961247801780701,0.39612478017807007,3,2,2,0.7985948477751756,2.791569086651054,nested_oof,0.5
34-9,34,9,4,0,1,0.8961247801780701,0.8961247801780701,1,1,0.8961247801780701,0.39612478017807007,3,4,4,0.819672131147541,4.285714285714286,nested_oof,0.5
34-10,34,10,4,1,0,0.10387521982192993,0.8961247801780701,1,0,0.10387521982192993,0.39612478017807007,3,3,4,0.775175644028103,3.4988290398126463,nested_oof,0.5
34-11,34,11,4,0,1,0.8961247801780701,0.8961247801780701,1,1,0.8961247801780701,0.39612478017807007,3,3,4,0.7892271662763466,3.782201405152225,nested_oof,0.5
34-12,34,12,4,1,0,0.10387521982192993,0.8961247801780701,1,0,0.10387521982192993,0.39612478017807007,4,3,4,0.8290398126463701,3.6721311475409837,nested_oof,0.5
35-0,35,0,4,0,0,0.0478569343686103,0.0478569343686103,0,0,0.0478569343686103,0.45214306563138973,5,2,4,0.810304449648712,4.3629976580796255,nested_oof,0.5
35-1,35,1,4,0,0,0.0478569343686103,0.0478569343686103,0,0,0.0478569343686103,0.45214306563138973,4,3,4,0.8126463700234192,4.02576112412178,nested_oof,0.5
35-2,35,2,4,0,0,0.0478569343686103,0.0478569343686103,0,0,0.0478569343686103,0.45214306563138973,4,2,4,0.7939110070257611,3.8454332552693207,nested_oof,0.5
35-3,35,3,4,0,0,0.0478569343686103,0.0478569343686103,0,0,0.0478569343686103,0.45214306563138973,5,1,4,0.8149882903981265,3.9555035128805622,nested_oof,0.5
35-4,35,4,4,0,0,0.0478569343686103,0.0478569343686103,0,0,0.0478569343686103,0.45214306563138973,5,3,3,0.8618266978922717,4.583138173302108,nested_oof,0.5
35-5,35,5,4,1,1,0.9521430656313897,0.0478569343686103,0,1,0.9521430656313897,0.45214306563138973,3,4,3,0.7868852459016393,3.962529274004684,nested_oof,0.5
35-6,35,6,4,1,1,0.9521430656313897,0.0478569343686103,0,1,0.9521430656313897,0.45214306563138973,4,3,2,0.7915690866510539,3.7353629976580796,nested_oof,0.5
35-7,35,7,4,0,0,0.0478569343686103,0.0478569343686103,0,0,0.0478569343686103,0.45214306563138973,4,3,2,0.8407494145199064,3.540983606557377,nested_oof,0.5
35-8,35,8,4,1,1,0.9521430656313897,0.0478569343686103,0,1,0.9521430656313897,0.45214306563138973,2,3,2,0.7985948477751756,2.791569086651054,nested_oof,0.5
35-9,35,9,4,0,0,0.0478569343686103,0.0478569343686103,0,0,0.0478569343686103,0.45214306563138973,5,2,4,0.819672131147541,4.285714285714286,nested_oof,0.5
35-10,35,10,4,1,1,0.9521430656313897,0.0478569343686103,0,1,0.9521430656313897,0.45214306563138973,3,3,4,0.775175644028103,3.4988290398126463,nested_oof,0.5
35-11,35,11,4,0,0,0.0478569343686103,0.0478569343686103,0,0,0.0478569343686103,0.45214306563138973,3,3,4,0.7892271662763466,3.782201405152225,nested_oof,0.5
35-12,35,12,4,0,0,0.0478569343686103,0.0478569343686103,0,0,0.0478569343686103,0.45214306563138973,4,2,4,0.8290398126463701,3.6721311475409837,nested_oof,0.5
36-0,36,0,5,0,0,0.0199178867042064,0.0199178867042064,0,0,0.0199178867042064,0.4800821132957936,4,3,4,0.810304449648712,4.3629976580796255,nested_oof,0.5
36-1,36,1,5,1,1,0.9800821132957936,0.0199178867042064,0,1,0.9800821132957936,0.4800821132957936,3,3,4,0.8126463700234192,4.02576112412178,nested_oof,0.5
36-2,36,2,5,0,0,0.0199178867042064,0.0199178867042064,0,0,0.0199178867042064,0.4800821132957936,4,3,4,0.7939110070257611,3.8454332552693207,nested_oof,0.5
36-3,36,3,5,1,1,0.9800821132957936,0.0199178867042064,0,1,0.9800821132957936,0.4800821132957936,4,4,4,0.8149882903981265,3.9555035128805622,nested_oof,0.5
36-4,36,4,5,0,0,0.0199178867042064,0.0199178867042064,0,0,0.0199178867042064,0.4800821132957936,5,4,3,0.8618266978922717,4.583138173302108,nested_oof,0.5
36-5,36,5,5,1,1,0.9800821132957936,0.0199178867042064,0,1,0.9800821132957936,0.4800821132957936,3,4,3,0.7868852459016393,3.962529274004684,nested_oof,0.5
36-6,36,6,5,0,0,0.0199178867042064,0.0199178867042064,0,0,0.0199178867042064,0.4800821132957936,4,3,2,0.7915690866510539,3.7353629976580796,nested_oof,0.5
36-7,36,7,5,0,0,0.0199178867042064,0.0199178867042064,0,0,0.0199178867042064,0.4800821132957936,4,3,2,0.8407494145199064,3.540983606557377,nested_oof,0.5
36-8,36,8,5,1,1,0.9800821132957936,0.0199178867042064,0,1,0.9800821132957936,0.4800821132957936,2,3,2,0.7985948477751756,2.791569086651054,nested_oof,0.5
36-9,36,9,5,1,1,0.9800821132957936,0.0199178867042064,0,1,0.9800821132957936,0.4800821132957936,3,4,4,0.819672131147541,4.285714285714286,nested_oof,0.5
36-10,36,10,5,1,1,0.9800821132957936,0.0199178867042064,0,1,0.9800821132957936,0.4800821132957936,4,3,4,0.775175644028103,3.4988290398126463,nested_oof,0.5
36-11,36,11,5,1,1,0.9800821132957936,0.0199178867042064,0,1,0.9800821132957936,0.4800821132957936,2,3,4,0.7892271662763466,3.782201405152225,nested_oof,0.5
36-12,36,12,5,1,1,0.9800821132957936,0.0199178867042064,0,1,0.9800821132957936,0.4800821132957936,3,3,4,0.8290398126463701,3.6721311475409837,nested_oof,0.5
37-0,37,0,5,1,0,0.3150845170021057,0.6849154829978943,1,0,0.3150845170021057,0.1849154829978943,5,2,4,0.810304449648712,4.3629976580796255,nested_oof,0.5
37-1,37,1,5,0,1,0.6849154829978943,0.6849154829978943,1,1,0.6849154829978943,0.1849154829978943,4,3,4,0.8126463700234192,4.02576112412178,nested_oof,0.5
37-2,37,2,5,1,0,0.3150845170021057,0.6849154829978943,1,0,0.3150845170021057,0.1849154829978943,4,2,4,0.7939110070257611,3.8454332552693207,nested_oof,0.5
37-3,37,3,5,1,0,0.3150845170021057,0.6849154829978943,1,0,0.3150845170021057,0.1849154829978943,5,1,4,0.8149882903981265,3.9555035128805622,nested_oof,0.5
37-4,37,4,5,1,0,0.3150845170021057,0.6849154829978943,1,0,0.3150845170021057,0.1849154829978943,4,4,3,0.8618266978922717,4.583138173302108,nested_oof,0.5
37-5,37,5,5,0,1,0.6849154829978943,0.6849154829978943,1,1,0.6849154829978943,0.1849154829978943,4,3,3,0.7868852459016393,3.962529274004684,nested_oof,0.5
37-6,37,6,5,0,1,0.6849154829978943,0.6849154829978943,1,1,0.6849154829978943,0.1849154829978943,4,3,2,0.7915690866510539,3.7353629976580796,nested_oof,0.5
37-7,37,7,5,1,0,0.3150845170021057,0.6849154829978943,1,0,0.3150845170021057,0.1849154829978943,3,4,2,0.8407494145199064,3.540983606557377,nested_oof,0.5
37-8,37,8,5,1,0,0.3150845170021057,0.6849154829978943,1,0,0.3150845170021057,0.1849154829978943,3,3,2,0.7985948477751756,2.791569086651054,nested_oof,0.5
37-9,37,9,5,1,0,0.3150845170021057,0.6849154829978943,1,0,0.3150845170021057,0.1849154829978943,4,4,4,0.819672131147541,4.285714285714286,nested_oof,0.5
37-10,37,10,5,1,0,0.3150845170021057,0.6849154829978943,1,0,0.3150845170021057,0.1849154829978943,4,2,4,0.775175644028103,3.4988290398126463,nested_oof,0.5
37-11,37,11,5,1,0,0.3150845170021057,0.6849154829978943,1,0,0.3150845170021057,0.1849154829978943,3,3,4,0.7892271662763466,3.782201405152225,nested_oof,0.5
37-12,37,12,5,0,1,0.6849154829978943,0.6849154829978943,1,1,0.6849154829978943,0.1849154829978943,3,3,4,0.8290398126463701,3.6721311475409837,nested_oof,0.5
38-0,38,0,3,0,0,0.1174375340342521,0.1174375340342521,0,0,0.1174375340342521,0.3825624659657479,5,2,4,0.810304449648712,4.3629976580796255,nested_oof,0.5
38-1,38,1,3,0,0,0.1174375340342521,0.1174375340342521,0,0,0.1174375340342521,0.3825624659657479,4,3,4,0.8126463700234192,4.02576112412178,nested_oof,0.5
