id,case_id,rater_id,fold,rating,error-rating,q_ir,ai_probability_class_1,ai_predicted_class,rater_ai_disagreement,rating-confidence,case-difficulty,rater-expertise,d_probability_weighted,threshold_youden,d_probability_unweighted,TARGET,q_pred,d_pred_w,d_pred_u,ai_correct,rater_correct,q_correct,d_correct_w
128-0,128,0,5,0,0,0.935375452041626,0.935375452041626,1,1,5,2,4,0.08504215,0.372329980134964,0.03636643,0,1,0,0,0,1,0,1
128-1,128,1,5,0,0,0.935375452041626,0.935375452041626,1,1,4,3,4,0.30396518,0.372329980134964,0.11523798,0,1,0,0,0,1,0,1
128-2,128,2,5,0,0,0.935375452041626,0.935375452041626,1,1,5,2,4,0.04797594,0.372329980134964,0.02069297,0,1,0,0,0,1,0,1
128-3,128,3,5,0,0,0.935375452041626,0.935375452041626,1,1,4,3,4,0.24283408,0.372329980134964,0.15192781,0,1,0,0,0,1,0,1
128-4,128,4,5,0,0,0.935375452041626,0.935375452041626,1,1,5,2,3,0.09223054,0.372329980134964,0.04211486,0,1,0,0,0,1,0,1
128-5,128,5,5,0,0,0.935375452041626,0.935375452041626,1,1,4,3,3,0.008081921,0.372329980134964,0.00687858,0,1,0,0,0,1,0,1
128-6,128,6,5,0,0,0.935375452041626,0.935375452041626,1,1,4,2,2,0.29505536,0.372329980134964,0.13366418,0,1,0,0,0,1,0,1
128-7,128,7,5,0,0,0.935375452041626,0.935375452041626,1,1,5,2,2,0.16648068,0.372329980134964,0.053548515,0,1,0,0,0,1,0,1
128-8,128,8,5,0,0,0.935375452041626,0.935375452041626,1,1,3,3,2,0.11506567,0.372329980134964,0.032445587,0,1,0,0,0,1,0,1
128-9,128,9,5,0,0,0.935375452041626,0.935375452041626,1,1,5,2,4,0.24041317,0.372329980134964,0.08125662,0,1,0,0,0,1,0,1
128-10,128,10,5,0,0,0.935375452041626,0.935375452041626,1,1,4,2,4,0.0070950543,0.372329980134964,0.007506875,0,1,0,0,0,1,0,1
128-11,128,11,5,0,0,0.935375452041626,0.935375452041626,1,1,3,3,4,0.070799544,0.372329980134964,0.03402981,0,1,0,0,0,1,0,1
128-12,128,12,5,0,0,0.935375452041626,0.935375452041626,1,1,4,2,4,0.18301491,0.372329980134964,0.06764086,0,1,0,0,0,1,0,1
129-0,129,0,2,1,0,0.007887363433838,0.992112636566162,1,0,5,2,4,0.01610002,0.4492360949516296,0.008892578,1,0,0,0,1,1,1,1
129-1,129,1,2,0,1,0.992112636566162,0.992112636566162,1,1,4,3,4,0.67843854,0.4492360949516296,0.5894255,1,1,1,1,1,0,1,1
129-2,129,2,2,1,0,0.007887363433838,0.992112636566162,1,0,4,3,4,0.039178044,0.4492360949516296,0.020896494,1,0,0,0,1,1,1,1
129-3,129,3,2,1,0,0.007887363433838,0.992112636566162,1,0,4,4,4,0.041606884,0.4492360949516296,0.019681875,1,0,0,0,1,1,1,1
129-4,129,4,2,1,0,0.007887363433838,0.992112636566162,1,0,5,4,3,0.0071794954,0.4492360949516296,0.004756184,1,0,0,0,1,1,1,1
129-5,129,5,2,1,0,0.007887363433838,0.992112636566162,1,0,5,3,3,0.0071429485,0.4492360949516296,0.006268952,1,0,0,0,1,1,1,1
129-6,129,6,2,1,0,0.007887363433838,0.992112636566162,1,0,4,3,2,0.0069300155,0.4492360949516296,0.003668706,1,0,0,0,1,1,1,1
129-7,129,7,2,1,0,0.007887363433838,0.992112636566162,1,0,5,3,2,0.007881101,0.4492360949516296,0.005041823,1,0,0,0,1,1,1,1
129-8,129,8,2,1,0,0.007887363433838,0.992112636566162,1,0,3,3,2,0.046063732,0.4492360949516296,0.021292146,1,0,0,0,1,1,1,1
129-9,129,9,2,1,0,0.007887363433838,0.992112636566162,1,0,4,2,4,0.04835125,0.4492360949516296,0.024675302,1,0,0,0,1,1,1,1
129-10,129,10,2,1,0,0.007887363433838,0.992112636566162,1,0,3,3,4,0.004434868,0.4492360949516296,0.0026991514,1,0,0,0,1,1,1,1
129-11,129,11,2,1,0,0.007887363433838,0.992112636566162,1,0,3,3,4,0.0046233153,0.4492360949516296,0.0027543553,1,0,0,0,1,1,1,1
129-12,129,12,2,1,0,0.007887363433838,0.992112636566162,1,0,4,2,4,0.011950165,0.4492360949516296,0.0069883745,1,0,0,0,1,1,1,1
130-0,130,0,5,1,0,0.0013874769210816,0.9986125230789183,1,0,5,2,4,0.033145074,0.372329980134964,0.018235965,1,0,0,0,1,1,1,1
130-1,130,1,5,1,0,0.0013874769210816,0.9986125230789183,1,0,4,3,4,0.09804175,0.372329980134964,0.042833485,1,0,0,0,1,1,1,1
130-2,130,2,5,1,0,0.0013874769210816,0.9986125230789183,1,0,5,2,4,0.016055409,0.372329980134964,0.011861211,1,0,0,0,1,1,1,1
130-3,130,3,5,1,0,0.0013874769210816,0.9986125230789183,1,0,5,3,4,0.082971506,0.372329980134964,0.057696424,1,0,0,0,1,1,1,1
130-4,130,4,5,1,0,0.0013874769210816,0.9986125230789183,1,0,4,4,3,0.034777954,0.372329980134964,0.026289474,1,0,0,0,1,1,1,1
130-5,130,5,5,1,0,0.0013874769210816,0.9986125230789183,1,0,4,4,3,0.009351759,0.372329980134964,0.0072541228,1,0,0,0,1,1,1,1
130-6,130,6,5,1,0,0.0013874769210816,0.9986125230789183,1,0,4,3,2,0.13251634,0.372329980134964,0.07079515,1,0,0,0,1,1,1,1
130-7,130,7,5,1,0,0.0013874769210816,0.9986125230789183,1,0,4,4,2,0.10316492,0.372329980134964,0.038578242,1,0,0,0,1,1,1,1
130-8,130,8,5,1,0,0.0013874769210816,0.9986125230789183,1,0,3,3,2,0.047803763,0.372329980134964,0.017366841,1,0,0,0,1,1,1,1
130-9,130,9,5,1,0,0.0013874769210816,0.9986125230789183,1,0,4,3,4,0.09996829,0.372329980134964,0.04412538,1,0,0,0,1,1,1,1
130-10,130,10,5,1,0,0.0013874769210816,0.9986125230789183,1,0,2,3,4,0.011964068,0.372329980134964,0.0099106375,1,0,0,0,1,1,1,1
130-11,130,11,5,1,0,0.0013874769210816,0.9986125230789183,1,0,3,3,4,0.02128991,0.372329980134964,0.015518735,1,0,0,0,1,1,1,1
130-12,130,12,5,1,0,0.0013874769210816,0.9986125230789183,1,0,3,3,4,0.1033245,0.372329980134964,0.03903839,1,0,0,0,1,1,1,1
131-0,131,0,4,0,1,0.4187659025192261,0.4187659025192261,0,0,5,2,4,0.11242091,0.5368138551712036,0.04365398,1,0,0,0,0,0,0,0
131-1,131,1,4,0,1,0.4187659025192261,0.4187659025192261,0,0,4,3,4,0.2237376,0.5368138551712036,0.09089146,1,0,0,0,0,0,0,0
131-2,131,2,4,0,1,0.4187659025192261,0.4187659025192261,0,0,5,2,4,0.43520534,0.5368138551712036,0.15568282,1,0,0,0,0,0,0,0
131-3,131,3,4,0,1,0.4187659025192261,0.4187659025192261,0,0,5,1,4,0.26282373,0.5368138551712036,0.089624576,1,0,0,0,0,0,0,0
131-4,131,4,4,0,1,0.4187659025192261,0.4187659025192261,0,0,4,3,3,0.090214655,0.5368138551712036,0.04380218,1,0,0,0,0,0,0,0
131-5,131,5,4,0,1,0.4187659025192261,0.4187659025192261,0,0,4,3,3,0.10025686,0.5368138551712036,0.055165783,1,0,0,0,0,0,0,0
131-6,131,6,4,1,0,0.5812340974807739,0.4187659025192261,0,1,4,4,2,0.12717897,0.5368138551712036,0.047309004,1,1,0,0,0,1,0,1
131-7,131,7,4,0,1,0.4187659025192261,0.4187659025192261,0,0,4,2,2,0.19944066,0.5368138551712036,0.10007302,1,0,0,0,0,0,0,0
131-8,131,8,4,0,1,0.4187659025192261,0.4187659025192261,0,0,3,3,2,0.3016131,0.5368138551712036,0.15078169,1,0,0,0,0,0,0,0
131-9,131,9,4,0,1,0.4187659025192261,0.4187659025192261,0,0,5,2,4,0.3348207,0.5368138551712036,0.12992327,1,0,0,0,0,0,0,0
131-10,131,10,4,0,1,0.4187659025192261,0.4187659025192261,0,0,3,3,4,0.052505326,0.5368138551712036,0.034192465,1,0,0,0,0,0,0,0
131-11,131,11,4,0,1,0.4187659025192261,0.4187659025192261,0,0,3,3,4,0.24250957,0.5368138551712036,0.11515589,1,0,0,0,0,0,0,0
131-12,131,12,4,0,1,0.4187659025192261,0.4187659025192261,0,0,4,2,4,0.19181031,0.5368138551712036,0.090175584,1,0,0,0,0,0,0,0
132-0,132,0,3,0,0,0.1615854352712631,0.1615854352712631,0,0,5,2,4,0.11440833,0.4455930888652801,0.051681608,0,0,0,0,1,1,1,1
132-1,132,1,3,0,0,0.1615854352712631,0.1615854352712631,0,0,4,3,4,0.10273482,0.4455930888652801,0.044798683,0,0,0,0,1,1,1,1
132-2,132,2,3,0,0,0.1615854352712631,0.1615854352712631,0,0,3,3,4,0.03494275,0.4455930888652801,0.017786428,0,0,0,0,1,1,1,1
132-3,132,3,3,0,0,0.1615854352712631,0.1615854352712631,0,0,4,4,4,0.35838252,0.4455930888652801,0.14646737,0,0,0,0,1,1,1,1
132-4,132,4,3,1,1,0.8384145647287369,0.1615854352712631,0,1,4,4,3,0.09643745,0.4455930888652801,0.0435471,0,1,0,0,1,0,1,0
132-5,132,5,3,0,0,0.1615854352712631,0.1615854352712631,0,0,5,2,3,0.11527529,0.4455930888652801,0.056622207,0,0,0,0,1,1,1,1
132-6,132,6,3,1,1,0.8384145647287369,0.1615854352712631,0,1,4,3,2,0.042110536,0.4455930888652801,0.02315292,0,1,0,0,1,0,1,0
132-7,132,7,3,1,1,0.8384145647287369,0.1615854352712631,0,1,4,4,2,0.15452605,0.4455930888652801,0.07298956,0,1,0,0,1,0,1,0
132-8,132,8,3,0,0,0.1615854352712631,0.1615854352712631,0,0,3,3,2,0.030403193,0.4455930888652801,0.021363355,0,0,0,0,1,1,1,1
132-9,132,9,3,0,0,0.1615854352712631,0.1615854352712631,0,0,4,3,4,0.16576041,0.4455930888652801,0.072694674,0,0,0,0,1,1,1,1
132-10,132,10,3,0,0,0.1615854352712631,0.1615854352712631,0,0,3,3,4,0.04547778,0.4455930888652801,0.019109432,0,0,0,0,1,1,1,1
132-11,132,11,3,0,0,0.1615854352712631,0.1615854352712631,0,0,3,3,4,0.03461711,0.4455930888652801,0.029763758,0,0,0,0,1,1,1,1
132-12,132,12,3,1,1,0.8384145647287369,0.1615854352712631,0,1,3,3,4,0.22537003,0.4455930888652801,0.10591203,0,1,0,0,1,0,1,0
133-0,133,0,2,1,0,0.5388004183769226,0.4611995816230774,0,1,5,3,4,0.11212227,0.4492360949516296,0.05257148,1,1,0,0,0,1,0,1
133-1,133,1,2,1,0,0.5388004183769226,0.4611995816230774,0,1,4,3,4,0.2825449,0.4492360949516296,0.1456677,1,1,0,0,0,1,0,1
133-2,133,2,2,1,0,0.5388004183769226,0.4611995816230774,0,1,5,2,4,0.23841865,0.4492360949516296,0.107800834,1,1,0,0,0,1,0,1
133-3,133,3,2,1,0,0.5388004183769226,0.4611995816230774,0,1,5,2,4,0.2538353,0.4492360949516296,0.10252874,1,1,0,0,0,1,0,1
133-4,133,4,2,1,0,0.5388004183769226,0.4611995816230774,0,1,5,4,3,0.06762338,0.4492360949516296,0.028731652,1,1,0,0,0,1,0,1
133-5,133,5,2,1,0,0.5388004183769226,0.4611995816230774,0,1,4,3,3,0.14349474,0.4492360949516296,0.08592476,1,1,0,0,0,1,0,1
133-6,133,6,2,1,0,0.5388004183769226,0.4611995816230774,0,1,4,3,2,0.040333413,0.4492360949516296,0.02307979,1,1,0,0,0,1,0,1
133-7,133,7,2,1,0,0.5388004183769226,0.4611995816230774,0,1,5,3,2,0.075891584,0.4492360949516296,0.037211146,1,1,0,0,0,1,0,1
133-8,133,8,2,1,0,0.5388004183769226,0.4611995816230774,0,1,3,3,2,0.465059,0.4492360949516296,0.21236801,1,1,0,0,0,1,0,1
133-9,133,9,2,1,0,0.5388004183769226,0.4611995816230774,0,1,5,2,4,0.25957382,0.4492360949516296,0.11728196,1,1,0,0,0,1,0,1
133-10,133,10,2,1,0,0.5388004183769226,0.4611995816230774,0,1,4,2,4,0.030631943,0.4492360949516296,0.016522434,1,1,0,0,0,1,0,1
133-11,133,11,2,1,0,0.5388004183769226,0.4611995816230774,0,1,3,3,4,0.04590553,0.4492360949516296,0.023342125,1,1,0,0,0,1,0,1
133-12,133,12,2,1,0,0.5388004183769226,0.4611995816230774,0,1,4,3,4,0.15271086,0.4492360949516296,0.06665355,1,1,0,0,0,1,0,1
134-0,134,0,5,1,0,0.4660664200782776,0.5339335799217224,1,0,5,2,4,0.03762464,0.372329980134964,0.012928655,1,0,0,0,1,1,1,1
134-1,134,1,5,1,0,0.4660664200782776,0.5339335799217224,1,0,3,3,4,0.19945207,0.372329980134964,0.066747114,1,0,0,0,1,1,1,1
134-2,134,2,5,1,0,0.4660664200782776,0.5339335799217224,1,0,5,3,4,0.024214126,0.372329980134964,0.009966537,1,0,0,0,1,1,1,1
134-3,134,3,5,1,0,0.4660664200782776,0.5339335799217224,1,0,5,2,4,0.110711366,0.372329980134964,0.043075465,1,0,0,0,1,1,1,1
134-4,134,4,5,1,0,0.4660664200782776,0.5339335799217224,1,0,5,4,3,0.03788806,0.372329980134964,0.0169525,1,0,0,0,1,1,1,1
134-5,134,5,5,1,0,0.4660664200782776,0.5339335799217224,1,0,4,3,3,0.0102809435,0.372329980134964,0.005897067,1,0,0,0,1,1,1,1
134-6,134,6,5,1,0,0.4660664200782776,0.5339335799217224,1,0,4,4,2,0.122966364,0.372329980134964,0.05887841,1,0,0,0,1,1,1,1
134-7,134,7,5,1,0,0.4660664200782776,0.5339335799217224,1,0,5,3,2,0.06474288,0.372329980134964,0.023761865,1,0,0,0,1,1,1,1
134-8,134,8,5,1,0,0.4660664200782776,0.5339335799217224,1,0,3,3,2,0.054335296,0.372329980134964,0.01543128,1,0,0,0,1,1,1,1
134-9,134,9,5,1,0,0.4660664200782776,0.5339335799217224,1,0,4,3,4,0.14036275,0.372329980134964,0.04613601,1,0,0,0,1,1,1,1
134-10,134,10,5,1,0,0.4660664200782776,0.5339335799217224,1,0,3,2,4,0.009269353,0.372329980134964,0.0074753817,1,0,0,0,1,1,1,1
134-11,134,11,5,1,0,0.4660664200782776,0.5339335799217224,1,0,3,3,4,0.04212877,0.372329980134964,0.019885259,1,0,0,0,1,1,1,1
134-12,134,12,5,1,0,0.4660664200782776,0.5339335799217224,1,0,4,3,4,0.07894066,0.372329980134964,0.028009377,1,0,0,0,1,1,1,1
135-0,135,0,1,1,0,0.0561603307724,0.9438396692276,1,0,5,3,4,0.109036036,0.486357569694519,0.044285893,1,0,0,0,1,1,1,1
135-1,135,1,1,1,0,0.0561603307724,0.9438396692276,1,0,4,3,4,0.10054429,0.486357569694519,0.043884337,1,0,0,0,1,1,1,1
135-2,135,2,1,1,0,0.0561603307724,0.9438396692276,1,0,5,4,4,0.051983833,0.486357569694519,0.024561822,1,0,0,0,1,1,1,1
135-3,135,3,1,1,0,0.0561603307724,0.9438396692276,1,0,5,3,4,0.06467226,0.486357569694519,0.027405083,1,0,0,0,1,1,1,1
135-4,135,4,1,1,0,0.0561603307724,0.9438396692276,1,0,5,3,3,0.017114682,0.486357569694519,0.010844259,1,0,0,0,1,1,1,1
135-5,135,5,1,1,0,0.0561603307724,0.9438396692276,1,0,4,3,3,0.029821087,0.486357569694519,0.015020024,1,0,0,0,1,1,1,1
135-6,135,6,1,1,0,0.0561603307724,0.9438396692276,1,0,4,4,2,0.030002827,0.486357569694519,0.013529253,1,0,0,0,1,1,1,1
135-7,135,7,1,1,0,0.0561603307724,0.9438396692276,1,0,4,4,2,0.05077301,0.486357569694519,0.024763945,1,0,0,0,1,1,1,1
135-8,135,8,1,1,0,0.0561603307724,0.9438396692276,1,0,3,3,2,0.027604412,0.486357569694519,0.012129262,1,0,0,0,1,1,1,1
135-9,135,9,1,1,0,0.0561603307724,0.9438396692276,1,0,4,3,4,0.10609884,0.486357569694519,0.042940352,1,0,0,0,1,1,1,1
135-10,135,10,1,1,0,0.0561603307724,0.9438396692276,1,0,3,3,4,0.022010623,0.486357569694519,0.009860535,1,0,0,0,1,1,1,1
135-11,135,11,1,1,0,0.0561603307724,0.9438396692276,1,0,3,3,4,0.051085312,0.486357569694519,0.026388815,1,0,0,0,1,1,1,1
135-12,135,12,1,1,0,0.0561603307724,0.9438396692276,1,0,4,2,4,0.043410357,0.486357569694519,0.021169383,1,0,0,0,1,1,1,1
136-0,136,0,4,0,0,0.0244992952793836,0.0244992952793836,0,0,5,2,4,0.02941616,0.5368138551712036,0.010178877,0,0,0,0,1,1,1,1
136-1,136,1,4,0,0,0.0244992952793836,0.0244992952793836,0,0,4,3,4,0.050083544,0.5368138551712036,0.019549418,0,0,0,0,1,1,1,1
136-2,136,2,4,0,0,0.0244992952793836,0.0244992952793836,0,0,4,2,4,0.14494948,0.5368138551712036,0.045369297,0,0,0,0,1,1,1,1
136-3,136,3,4,0,0,0.0244992952793836,0.0244992952793836,0,0,5,3,4,0.090151,0.5368138551712036,0.025743334,0,0,0,0,1,1,1,1
136-4,136,4,4,0,0,0.0244992952793836,0.0244992952793836,0,0,5,3,3,0.01768654,0.5368138551712036,0.00763858,0,0,0,0,1,1,1,1
136-5,136,5,4,0,0,0.0244992952793836,0.0244992952793836,0,0,4,2,3,0.017546648,0.5368138551712036,0.010498673,0,0,0,0,1,1,1,1
136-6,136,6,4,1,1,0.9755007047206165,0.0244992952793836,0,1,3,4,2,0.40080157,0.5368138551712036,0.22974859,0,1,0,0,1,0,1,0
136-7,136,7,4,0,0,0.0244992952793836,0.0244992952793836,0,0,4,2,2,0.041095182,0.5368138551712036,0.018198214,0,0,0,0,1,1,1,1
136-8,136,8,4,0,0,0.0244992952793836,0.0244992952793836,0,0,3,3,2,0.077122025,0.5368138551712036,0.027962072,0,0,0,0,1,1,1,1
136-9,136,9,4,0,0,0.0244992952793836,0.0244992952793836,0,0,5,2,4,0.09230117,0.5368138551712036,0.033124458,0,0,0,0,1,1,1,1
136-10,136,10,4,0,0,0.0244992952793836,0.0244992952793836,0,0,3,3,4,0.02448938,0.5368138551712036,0.008484746,0,0,0,0,1,1,1,1
136-11,136,11,4,0,0,0.0244992952793836,0.0244992952793836,0,0,3,3,4,0.061491836,0.5368138551712036,0.02384278,0,0,0,0,1,1,1,1
136-12,136,12,4,0,0,0.0244992952793836,0.0244992952793836,0,0,3,3,4,0.062420126,0.5368138551712036,0.021279251,0,0,0,0,1,1,1,1
137-0,137,0,4,0,1,0.3529274761676788,0.3529274761676788,0,0,5,2,4,0.10868569,0.5368138551712036,0.03442801,1,0,0,0,0,0,0,0
137-1,137,1,4,1,0,0.6470725238323212,0.3529274761676788,0,1,4,3,4,0.18880595,0.5368138551712036,0.06619425,1,1,0,0,0,1,0,1
137-2,137,2,4,1,0,0.6470725238323212,0.3529274761676788,0,1,4,4,4,0.46988592,0.5368138551712036,0.1572522,1,1,0,0,0,1,0,1
137-3,137,3,4,1,0,0.6470725238323212,0.3529274761676788,0,1,5,3,4,0.243936,0.5368138551712036,0.07685146,1,1,0,0,0,1,0,1
137-4,137,4,4,1,0,0.6470725238323212,0.3529274761676788,0,1,5,3,3,0.056758072,0.5368138551712036,0.023568142,1,1,0,0,0,1,0,1
137-5,137,5,4,0,1,0.3529274761676788,0.3529274761676788,0,0,4,2,3,0.09039922,0.5368138551712036,0.04069762,1,0,0,0,0,0,0,0
137-6,137,6,4,1,0,0.6470725238323212,0.3529274761676788,0,1,3,3,2,0.14355716,0.5368138551712036,0.05864873,1,1,0,0,0,1,0,1
137-7,137,7,4,1,0,0.6470725238323212,0.3529274761676788,0,1,4,4,2,0.18122272,0.5368138551712036,0.075441934,1,1,0,0,0,1,0,1
137-8,137,8,4,1,0,0.6470725238323212,0.3529274761676788,0,1,3,3,2,0.24848802,0.5368138551712036,0.10511612,1,1,0,0,0,1,0,1
137-9,137,9,4,0,1,0.3529274761676788,0.3529274761676788,0,0,3,4,4,0.44817945,0.5368138551712036,0.17417215,1,0,0,0,0,0,0,0
137-10,137,10,4,1,0,0.6470725238323212,0.3529274761676788,0,1,4,3,4,0.046892226,0.5368138551712036,0.020618532,1,1,0,0,0,1,0,1
137-11,137,11,4,1,0,0.6470725238323212,0.3529274761676788,0,1,3,3,4,0.21234329,0.5368138551712036,0.08719976,1,1,0,0,0,1,0,1
137-12,137,12,4,0,1,0.3529274761676788,0.3529274761676788,0,0,4,2,4,0.18599007,0.5368138551712036,0.0698634,1,0,0,0,0,0,0,0
138-0,138,0,5,0,1,0.9982748031616212,0.9982748031616212,1,1,5,2,4,0.20792517,0.372329980134964,0.12200776,1,1,0,0,1,0,1,0
138-1,138,1,5,1,0,0.0017251968383787,0.9982748031616212,1,0,4,3,4,0.09804175,0.372329980134964,0.042833485,1,0,0,0,1,1,1,1
138-2,138,2,5,1,0,0.0017251968383787,0.9982748031616212,1,0,4,4,4,0.017522719,0.372329980134964,0.012826164,1,0,0,0,1,1,1,1
138-3,138,3,5,1,0,0.0017251968383787,0.9982748031616212,1,0,5,4,4,0.082971506,0.372329980134964,0.058162656,1,0,0,0,1,1,1,1
138-4,138,4,5,1,0,0.0017251968383787,0.9982748031616212,1,0,5,4,3,0.030414693,0.372329980134964,0.023815941,1,0,0,0,1,1,1,1
138-5,138,5,5,1,0,0.0017251968383787,0.9982748031616212,1,0,4,4,3,0.009351759,0.372329980134964,0.0072541228,1,0,0,0,1,1,1,1
138-6,138,6,5,1,0,0.0017251968383787,0.9982748031616212,1,0,4,3,2,0.13251634,0.372329980134964,0.07079515,1,0,0,0,1,1,1,1
138-7,138,7,5,1,0,0.0017251968383787,0.9982748031616212,1,0,4,4,2,0.10316492,0.372329980134964,0.038578242,1,0,0,0,1,1,1,1
138-8,138,8,5,1,0,0.0017251968383787,0.9982748031616212,1,0,3,3,2,0.047803763,0.372329980134964,0.017366841,1,0,0,0,1,1,1,1
138-9,138,9,5,1,0,0.0017251968383787,0.9982748031616212,1,0,3,4,4,0.13825408,0.372329980134964,0.05700546,1,0,0,0,1,1,1,1
138-10,138,10,5,1,0,0.0017251968383787,0.9982748031616212,1,0,3,3,4,0.011325356,0.372329980134964,0.009347744,1,0,0,0,1,1,1,1
138-11,138,11,5,1,0,0.0017251968383787,0.9982748031616212,1,0,3,3,4,0.02128991,0.372329980134964,0.015518735,1,0,0,0,1,1,1,1
138-12,138,12,5,0,1,0.9982748031616212,0.9982748031616212,1,1,3,3,4,0.4557678,0.372329980134964,0.20552287,1,1,0,0,1,0,1,0
139-0,139,0,5,0,0,0.0008155171526595,0.0008155171526595,0,0,5,2,4,0.020461597,0.372329980134964,0.010973727,0,0,0,0,1,1,1,1
139-1,139,1,5,0,0,0.0008155171526595,0.0008155171526595,0,0,4,3,4,0.05782668,0.372329980134964,0.022977456,0,0,0,0,1,1,1,1
139-2,139,2,5,0,0,0.0008155171526595,0.0008155171526595,0,0,2,3,4,0.013529475,0.372329980134964,0.008567585,0,0,0,0,1,1,1,1
139-3,139,3,5,0,0,0.0008155171526595,0.0008155171526595,0,0,5,2,4,0.060939495,0.372329980134964,0.036590364,0,0,0,0,1,1,1,1
139-4,139,4,5,0,0,0.0008155171526595,0.0008155171526595,0,0,5,3,3,0.017107153,0.372329980134964,0.013597134,0,0,0,0,1,1,1,1
139-5,139,5,5,0,0,0.0008155171526595,0.0008155171526595,0,0,4,3,3,0.0050985944,0.372329980134964,0.0038974595,0,0,0,0,1,1,1,1
139-6,139,6,5,0,0,0.0008155171526595,0.0008155171526595,0,0,4,2,2,0.07252402,0.372329980134964,0.040975947,0,0,0,0,1,1,1,1
139-7,139,7,5,0,0,0.0008155171526595,0.0008155171526595,0,0,4,3,2,0.055608634,0.372329980134964,0.021996057,0,0,0,0,1,1,1,1
139-8,139,8,5,0,0,0.0008155171526595,0.0008155171526595,0,0,3,3,2,0.023048138,0.372329980134964,0.00942226,0,0,0,0,1,1,1,1
139-9,139,9,5,0,0,0.0008155171526595,0.0008155171526595,0,0,5,2,4,0.056187436,0.372329980134964,0.025343942,0,0,0,0,1,1,1,1
139-10,139,10,5,0,0,0.0008155171526595,0.0008155171526595,0,0,3,3,4,0.005468582,0.372329980134964,0.004846431,0,0,0,0,1,1,1,1
139-11,139,11,5,0,0,0.0008155171526595,0.0008155171526595,0,0,3,3,4,0.013529475,0.372329980134964,0.008567585,0,0,0,0,1,1,1,1
139-12,139,12,5,0,0,0.0008155171526595,0.0008155171526595,0,0,4,1,4,0.043382663,0.372329980134964,0.016758448,0,0,0,0,1,1,1,1
140-0,140,0,4,0,0,0.0263178572058677,0.0263178572058677,0,0,5,2,4,0.02941616,0.5368138551712036,0.010178877,0,0,0,0,1,1,1,1
140-1,140,1,4,0,0,0.0263178572058677,0.0263178572058677,0,0,4,3,4,0.050083544,0.5368138551712036,0.019549418,0,0,0,0,1,1,1,1
140-2,140,2,4,0,0,0.0263178572058677,0.0263178572058677,0,0,3,3,4,0.1801761,0.5368138551712036,0.054669466,0,0,0,0,1,1,1,1
140-3,140,3,4,0,0,0.0263178572058677,0.0263178572058677,0,0,4,3,4,0.10523231,0.5368138551712036,0.031219795,0,0,0,0,1,1,1,1
140-4,140,4,4,0,0,0.0263178572058677,0.0263178572058677,0,0,5,2,3,0.015789503,0.5368138551712036,0.00723712,0,0,0,0,1,1,1,1
140-5,140,5,4,0,0,0.0263178572058677,0.0263178572058677,0,0,4,3,3,0.019988855,0.5368138551712036,0.011510325,0,0,0,0,1,1,1,1
140-6,140,6,4,1,1,0.9736821427941325,0.0263178572058677,0,1,3,3,2,0.40080157,0.5368138551712036,0.22767864,0,1,0,0,1,0,1,0
140-7,140,7,4,0,0,0.0263178572058677,0.0263178572058677,0,0,4,3,2,0.044980206,0.5368138551712036,0.019169744,0,0,0,0,1,1,1,1
140-8,140,8,4,0,0,0.0263178572058677,0.0263178572058677,0,0,3,3,2,0.077122025,0.5368138551712036,0.027962072,0,0,0,0,1,1,1,1
140-9,140,9,4,0,0,0.0263178572058677,0.0263178572058677,0,0,4,3,4,0.11855915,0.5368138551712036,0.043390118,0,0,0,0,1,1,1,1
140-10,140,10,4,0,0,0.0263178572058677,0.0263178572058677,0,0,3,3,4,0.02448938,0.5368138551712036,0.008484746,0,0,0,0,1,1,1,1
140-11,140,11,4,0,0,0.0263178572058677,0.0263178572058677,0,0,3,3,4,0.061491836,0.5368138551712036,0.02384278,0,0,0,0,1,1,1,1
140-12,140,12,4,1,1,0.9736821427941325,0.0263178572058677,0,1,3,3,4,0.48259372,0.5368138551712036,0.27380195,0,1,0,0,1,0,1,0
141-0,141,0,1,0,0,0.377491682767868,0.377491682767868,0,0,5,2,4,0.29952714,0.486357569694519,0.10500819,0,0,0,0,1,1,1,1
141-1,141,1,1,0,0,0.377491682767868,0.377491682767868,0,0,4,3,4,0.30788562,0.486357569694519,0.11602543,0,0,0,0,1,1,1,1
141-2,141,2,1,0,0,0.377491682767868,0.377491682767868,0,0,4,3,4,0.19264525,0.486357569694519,0.07628001,0,0,0,0,1,1,1,1
141-3,141,3,1,0,0,0.377491682767868,0.377491682767868,0,0,5,2,4,0.1920777,0.486357569694519,0.06712639,0,0,0,0,1,1,1,1
141-4,141,4,1,0,0,0.377491682767868,0.377491682767868,0,0,5,2,3,0.05818404,0.486357569694519,0.025891034,0,0,0,0,1,1,1,1
141-5,141,5,1,1,1,0.622508317232132,0.377491682767868,0,1,3,4,3,0.2523085,0.486357569694519,0.10993828,0,1,0,0,1,0,1,0
141-6,141,6,1,0,0,0.377491682767868,0.377491682767868,0,0,4,2,2,0.09860622,0.486357569694519,0.034206845,0,0,0,0,1,1,1,1
141-7,141,7,1,0,0,0.377491682767868,0.377491682767868,0,0,4,3,2,0.16368014,0.486357569694519,0.064729616,0,0,0,0,1,1,1,1
